Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
5/18/2024,16,17,Solar,139,Saturday,May,Spring,9001.509999999998
2/15/2025,12,13,Solar,46,Saturday,February,Winter,16462.25
7/11/2024,15,16,Solar,193,Thursday,July,Summer,10576.089999999998
5/18/2020,10,11,Solar,139,Monday,May,Spring,6539.819999999999
3/19/2025,13,14,Solar,78,Wednesday,March,Spring,22195.46
6/16/2025,16,17,Solar,167,Monday,June,Summer,15803.759999999998
3/30/2022,15,16,Solar,89,Wednesday,March,Spring,5593.139999999999
8/14/2021,16,17,Solar,226,Saturday,August,Summer,6818.349999999999
10/7/2021,16,17,Solar,280,Thursday,October,Fall,7916.369999999998
6/28/2022,8,9,Solar,179,Tuesday,June,Summer,4627.139999999999
8/18/2020,14,15,Solar,231,Tuesday,August,Summer,8204.56
7/20/2021,12,13,Solar,201,Tuesday,July,Summer,11092.899999999998
3/10/2024,13,14,Solar,70,Sunday,March,Spring,7610.469999999998
2/26/2022,11,12,Solar,57,Saturday,February,Winter,14934.359999999999
8/27/2024,15,16,Solar,240,Tuesday,August,Summer,14164.779999999997
4/26/2024,10,11,Solar,117,Friday,April,Spring,7009.939999999999
5/12/2021,10,11,Solar,132,Wednesday,May,Spring,6071.3099999999995
4/10/2020,16,17,Solar,101,Friday,April,Spring,7166.109999999999
6/16/2021,18,19,Solar,167,Wednesday,June,Summer,3947.7199999999993
6/13/2023,11,12,Solar,164,Tuesday,June,Summer,10542.279999999999
7/4/2022,10,11,Solar,185,Monday,July,Summer,6541.429999999999
7/12/2020,10,11,Solar,194,Sunday,July,Summer,7241.779999999999
6/22/2022,13,14,Solar,173,Wednesday,June,Summer,9051.419999999998
6/3/2022,11,12,Solar,154,Friday,June,Summer,6148.589999999999
8/20/2022,17,18,Solar,232,Saturday,August,Summer,8212.609999999999
2/26/2022,11,12,Solar,57,Saturday,February,Winter,14934.359999999999
3/28/2021,15,16,Solar,87,Sunday,March,Spring,10564.819999999998
6/7/2023,16,17,Solar,158,Wednesday,June,Summer,13322.75
5/7/2024,12,13,Solar,128,Tuesday,May,Spring,11614.539999999997
10/21/2024,15,16,Solar,295,Monday,October,Fall,13512.729999999998
9/2/2020,14,15,Solar,246,Wednesday,September,Fall,7204.749999999999
8/7/2024,15,16,Solar,220,Wednesday,August,Summer,13575.519999999999
6/8/2021,15,16,Solar,159,Tuesday,June,Summer,7702.239999999999
1/7/2021,15,16,Solar,7,Thursday,January,Winter,2941.4699999999993
3/4/2023,13,14,Solar,63,Saturday,March,Spring,13662.46
9/11/2023,13,14,Solar,254,Monday,September,Fall,11458.369999999999
8/20/2021,13,14,Solar,232,Friday,August,Summer,8389.71
1/28/2022,10,11,Solar,28,Friday,January,Winter,3799.6
3/5/2023,11,12,Solar,64,Sunday,March,Spring,9915.989999999998
1/19/2024,11,12,Solar,19,Friday,January,Winter,6314.419999999998
6/3/2022,11,12,Solar,154,Friday,June,Summer,6148.589999999999
6/9/2024,11,12,Solar,161,Sunday,June,Summer,6122.829999999999
1/31/2024,11,12,Solar,31,Wednesday,January,Winter,7608.859999999999
7/9/2021,12,13,Solar,190,Friday,July,Summer,7528.359999999999
10/21/2024,11,12,Solar,295,Monday,October,Fall,11397.189999999999
9/15/2020,11,12,Solar,259,Tuesday,September,Fall,5082.7699999999995
9/14/2020,14,15,Solar,258,Monday,September,Fall,8318.869999999999
7/17/2022,15,16,Solar,198,Sunday,July,Summer,13213.269999999999
8/9/2022,12,13,Solar,221,Tuesday,August,Summer,16343.109999999999
2/2/2025,13,14,Solar,33,Sunday,February,Winter,9495.779999999999
2/2/2025,13,14,Solar,33,Sunday,February,Winter,9495.779999999999
3/19/2020,16,17,Solar,79,Thursday,March,Spring,4627.139999999999
4/9/2022,13,14,Solar,99,Saturday,April,Spring,12195.75
12/6/2023,15,16,Solar,340,Wednesday,December,Winter,3403.5399999999995
9/28/2023,13,14,Solar,271,Thursday,September,Fall,12086.269999999999
10/30/2025,10,11,Solar,303,Thursday,October,Fall,13691.439999999997
4/24/2025,11,12,Solar,114,Thursday,April,Spring,13237.419999999998
7/26/2023,11,12,Solar,207,Wednesday,July,Summer,11422.949999999999
9/12/2020,13,14,Solar,256,Saturday,September,Fall,7093.659999999999
9/30/2025,14,15,Solar,273,Tuesday,September,Fall,14626.849999999999
9/10/2022,14,15,Solar,253,Saturday,September,Fall,14113.259999999998
4/11/2020,11,12,Solar,102,Saturday,April,Spring,5868.45
3/13/2025,10,11,Solar,72,Thursday,March,Spring,8383.269999999999
4/8/2025,15,16,Solar,98,Tuesday,April,Spring,13765.5
6/8/2020,14,15,Solar,160,Monday,June,Summer,9048.199999999999
8/16/2024,17,18,Solar,229,Friday,August,Summer,11154.08
6/2/2022,16,17,Solar,153,Thursday,June,Summer,9463.58
5/27/2022,10,11,Solar,147,Friday,May,Spring,9061.08
8/6/2020,15,16,Solar,219,Thursday,August,Summer,6506.009999999999
8/10/2021,14,15,Solar,222,Tuesday,August,Summer,9317.069999999998
1/25/2024,12,13,Solar,25,Thursday,January,Winter,12604.689999999997
1/28/2022,10,11,Solar,28,Friday,January,Winter,3799.6
5/11/2022,11,12,Solar,131,Wednesday,May,Spring,16578.17
1/26/2022,9,10,Solar,26,Wednesday,January,Winter,2471.3499999999995
10/8/2023,10,11,Solar,281,Sunday,October,Fall,7848.749999999999
9/2/2022,10,11,Solar,245,Friday,September,Fall,5998.859999999999
9/30/2021,12,13,Solar,273,Thursday,September,Fall,11732.069999999998
7/29/2024,9,10,Solar,211,Monday,July,Summer,9445.869999999999
4/11/2025,13,14,Solar,101,Friday,April,Spring,9494.169999999998
9/9/2023,9,10,Solar,252,Saturday,September,Fall,7132.299999999999
6/27/2025,8,9,Solar,178,Friday,June,Summer,6623.539999999999
9/1/2024,16,17,Solar,245,Sunday,September,Fall,12570.879999999997
5/30/2020,12,13,Solar,151,Saturday,May,Spring,11849.599999999999
2/5/2025,12,13,Solar,36,Wednesday,February,Winter,10308.83
3/22/2024,14,15,Solar,82,Friday,March,Spring,14821.659999999998
9/6/2025,15,16,Solar,249,Saturday,September,Fall,11965.519999999999
6/9/2021,10,11,Solar,160,Wednesday,June,Summer,6565.579999999999
8/23/2023,16,17,Solar,235,Wednesday,August,Summer,8756.789999999999
9/4/2022,9,10,Solar,247,Sunday,September,Fall,6530.159999999999
6/2/2022,16,17,Solar,153,Thursday,June,Summer,9463.58
9/16/2023,15,16,Solar,259,Saturday,September,Fall,11271.609999999999
10/7/2023,11,12,Solar,280,Saturday,October,Fall,11353.719999999998
7/3/2021,12,13,Solar,184,Saturday,July,Summer,6675.0599999999995
1/24/2020,15,16,Solar,24,Friday,January,Winter,2165.4499999999994
8/16/2022,8,9,Solar,228,Tuesday,August,Summer,2983.3299999999995
2/3/2025,14,15,Solar,34,Monday,February,Winter,9951.409999999998
10/13/2025,14,15,Solar,286,Monday,October,Fall,19889.939999999995
5/26/2023,14,15,Solar,146,Friday,May,Spring,19877.059999999998
6/20/2020,16,17,Solar,172,Saturday,June,Summer,6646.079999999999
5/19/2023,12,13,Solar,139,Friday,May,Spring,17106.249999999996
10/7/2022,9,10,Solar,280,Friday,October,Fall,4385.639999999999
7/26/2025,8,9,Solar,207,Saturday,July,Summer,6522.109999999999
7/12/2023,10,11,Solar,193,Wednesday,July,Summer,10600.239999999998
6/17/2025,15,16,Solar,168,Tuesday,June,Summer,15431.849999999999
8/11/2024,13,14,Solar,224,Sunday,August,Summer,10767.679999999998
10/18/2024,13,14,Solar,292,Friday,October,Fall,7816.549999999999
5/13/2024,14,15,Solar,134,Monday,May,Spring,10997.909999999998
7/10/2022,17,18,Solar,191,Sunday,July,Summer,13739.739999999998
4/25/2020,17,18,Solar,116,Saturday,April,Spring,5048.959999999999
5/17/2020,16,17,Solar,138,Sunday,May,Spring,7161.28
8/21/2024,16,17,Solar,234,Wednesday,August,Summer,14430.429999999997
5/27/2020,12,13,Solar,148,Wednesday,May,Spring,10803.099999999999
8/24/2020,9,10,Solar,237,Monday,August,Summer,4825.169999999999
5/28/2021,11,12,Solar,148,Friday,May,Spring,8916.179999999998
5/5/2022,13,14,Solar,125,Thursday,May,Spring,9642.289999999999
8/7/2024,18,19,Solar,220,Wednesday,August,Summer,9677.71
4/16/2023,15,16,Solar,106,Sunday,April,Spring,16132.199999999999
1/20/2024,15,16,Solar,20,Saturday,January,Winter,8389.71
5/7/2022,9,10,Solar,127,Saturday,May,Spring,7016.379999999999
9/13/2020,18,19,Solar,257,Sunday,September,Fall,2268.49
5/20/2025,12,13,Solar,140,Tuesday,May,Spring,14229.179999999998
2/15/2023,14,15,Solar,46,Wednesday,February,Winter,9455.529999999999
12/19/2021,13,14,Solar,353,Sunday,December,Winter,7216.019999999999
12/6/2023,12,13,Solar,340,Wednesday,December,Winter,6457.709999999999
12/29/2024,11,12,Solar,364,Sunday,December,Winter,5148.78
6/3/2021,18,19,Solar,154,Thursday,June,Summer,3962.209999999999
7/22/2021,10,11,Solar,203,Thursday,July,Summer,6807.079999999999
3/20/2022,14,15,Solar,79,Sunday,March,Spring,8032.289999999999
3/30/2024,12,13,Solar,90,Saturday,March,Spring,12817.21
1/18/2025,12,13,Solar,18,Saturday,January,Winter,6551.089999999999
5/4/2023,10,11,Solar,124,Thursday,May,Spring,15523.619999999997
10/21/2024,11,12,Solar,295,Monday,October,Fall,11397.189999999999
7/3/2024,12,13,Solar,185,Wednesday,July,Summer,15728.089999999997
1/31/2024,14,15,Solar,31,Wednesday,January,Winter,10532.619999999999
6/3/2020,8,9,Solar,155,Wednesday,June,Summer,2366.6999999999994
4/20/2021,10,11,Solar,110,Tuesday,April,Spring,4784.919999999999
4/23/2020,18,19,Solar,114,Thursday,April,Spring,2303.91
9/8/2021,15,16,Solar,251,Wednesday,September,Fall,10468.219999999998
10/15/2021,14,15,Solar,288,Friday,October,Fall,6953.589999999999
2/12/2024,15,16,Solar,43,Monday,February,Winter,6002.079999999999
5/8/2024,15,16,Solar,129,Wednesday,May,Spring,15108.239999999996
5/22/2022,10,11,Solar,142,Sunday,May,Spring,7199.919999999998
4/9/2023,13,14,Solar,99,Sunday,April,Spring,12519.359999999999
5/2/2023,10,11,Solar,122,Tuesday,May,Spring,11192.719999999998
8/29/2022,15,16,Solar,241,Monday,August,Summer,10167.149999999998
1/25/2022,10,11,Solar,25,Tuesday,January,Winter,3641.8199999999993
10/10/2022,15,16,Solar,283,Monday,October,Fall,7750.539999999999
12/2/2023,14,15,Solar,336,Saturday,December,Winter,6797.419999999998
8/4/2021,16,17,Solar,216,Wednesday,August,Summer,5684.909999999999
5/5/2022,13,14,Solar,125,Thursday,May,Spring,9642.289999999999
4/18/2020,13,14,Solar,109,Saturday,April,Spring,5005.49
5/30/2022,10,11,Solar,150,Monday,May,Spring,7831.039999999999
5/5/2022,16,17,Solar,125,Thursday,May,Spring,9880.569999999998
3/16/2024,14,15,Solar,76,Saturday,March,Spring,12432.419999999998
1/1/2021,12,13,Solar,1,Friday,January,Winter,3210.3399999999997
5/14/2022,11,12,Solar,134,Saturday,May,Spring,9500.609999999999
7/28/2024,9,10,Solar,210,Sunday,July,Summer,8452.499999999998
1/13/2024,15,16,Solar,13,Saturday,January,Winter,4140.919999999999
8/1/2020,11,12,Solar,214,Saturday,August,Summer,5681.69
5/9/2022,17,18,Solar,129,Monday,May,Spring,6737.849999999999
7/9/2025,15,16,Solar,190,Wednesday,July,Summer,16328.619999999997
7/20/2021,12,13,Solar,201,Tuesday,July,Summer,11092.899999999998
4/26/2022,10,11,Solar,116,Tuesday,April,Spring,9903.109999999999
10/2/2024,15,16,Solar,276,Wednesday,October,Fall,7597.589999999998
3/13/2024,16,17,Solar,73,Wednesday,March,Spring,10574.48
8/4/2022,13,14,Solar,216,Thursday,August,Summer,10943.169999999998
10/18/2022,14,15,Solar,291,Tuesday,October,Fall,9350.88
8/3/2025,13,14,Solar,215,Sunday,August,Summer,10543.89
9/13/2024,14,15,Solar,257,Friday,September,Fall,18357.219999999998
8/16/2020,14,15,Solar,229,Sunday,August,Summer,7233.73
5/16/2022,18,19,Solar,136,Monday,May,Spring,5462.73
6/12/2023,8,9,Solar,163,Monday,June,Summer,4214.98
5/9/2022,17,18,Solar,129,Monday,May,Spring,6737.849999999999
4/18/2022,13,14,Solar,108,Monday,April,Spring,8966.089999999998
4/1/2020,15,16,Solar,92,Wednesday,April,Spring,7579.879999999999
5/5/2024,12,13,Solar,126,Sunday,May,Spring,11941.369999999999
9/2/2020,12,13,Solar,246,Wednesday,September,Fall,7080.78
12/6/2023,15,16,Solar,340,Wednesday,December,Winter,3403.5399999999995
1/11/2022,13,14,Solar,11,Tuesday,January,Winter,8280.23
1/13/2022,15,16,Solar,13,Thursday,January,Winter,5802.439999999999
1/24/2020,11,12,Solar,24,Friday,January,Winter,3268.2999999999997
9/17/2021,9,10,Solar,260,Friday,September,Fall,3519.459999999999
9/12/2024,12,13,Solar,256,Thursday,September,Fall,16175.669999999998
12/7/2022,14,15,Solar,341,Wednesday,December,Winter,6100.289999999999
10/9/2023,12,13,Solar,282,Monday,October,Fall,10065.719999999998
6/3/2022,11,12,Solar,154,Friday,June,Summer,6148.589999999999
2/3/2025,9,10,Solar,34,Monday,February,Winter,5485.2699999999995
2/9/2022,10,11,Solar,40,Wednesday,February,Winter,8159.48
6/24/2020,16,17,Solar,176,Wednesday,June,Summer,9861.249999999998
5/30/2021,10,11,Solar,150,Sunday,May,Spring,8536.22
7/1/2022,16,17,Solar,182,Friday,July,Summer,10492.369999999999
2/13/2023,13,14,Solar,44,Monday,February,Winter,10822.419999999998
8/1/2022,17,18,Solar,213,Monday,August,Summer,8331.749999999998
12/12/2024,14,15,Solar,347,Thursday,December,Winter,7154.839999999999
5/1/2023,14,15,Solar,121,Monday,May,Spring,15319.15
5/7/2021,18,19,Solar,127,Friday,May,Spring,4801.0199999999995
6/10/2025,18,19,Solar,161,Tuesday,June,Summer,11430.999999999998
7/17/2022,12,13,Solar,198,Sunday,July,Summer,14122.919999999998
5/16/2022,11,12,Solar,136,Monday,May,Spring,12395.389999999998
9/30/2023,13,14,Solar,273,Saturday,September,Fall,10920.63
6/12/2023,9,10,Solar,163,Monday,June,Summer,5643.049999999999
12/21/2021,13,14,Solar,355,Tuesday,December,Winter,5628.5599999999995
7/26/2025,8,9,Solar,207,Saturday,July,Summer,6522.109999999999
8/29/2024,16,17,Solar,242,Thursday,August,Summer,8790.599999999999
5/31/2021,14,15,Solar,151,Monday,May,Spring,12545.119999999999
1/20/2024,13,14,Solar,20,Saturday,January,Winter,11197.549999999997
7/23/2025,13,14,Solar,204,Wednesday,July,Summer,10605.069999999998
8/28/2023,16,17,Solar,240,Monday,August,Summer,13633.479999999998
3/31/2025,16,17,Solar,90,Monday,March,Spring,19477.78
7/26/2023,17,18,Solar,207,Wednesday,July,Summer,12662.65
4/14/2024,11,12,Solar,105,Sunday,April,Spring,6080.969999999998
1/24/2020,15,16,Solar,24,Friday,January,Winter,2165.4499999999994
8/10/2021,8,9,Solar,222,Tuesday,August,Summer,2749.8799999999997
8/24/2022,12,13,Solar,236,Wednesday,August,Summer,10307.219999999998
8/24/2022,12,13,Solar,236,Wednesday,August,Summer,10307.219999999998
8/28/2024,14,15,Solar,241,Wednesday,August,Summer,17632.719999999998
7/22/2022,16,17,Solar,203,Friday,July,Summer,7827.819999999999
7/7/2021,16,17,Solar,188,Wednesday,July,Summer,7026.039999999999
7/7/2023,9,10,Solar,188,Friday,July,Summer,8719.759999999998
5/29/2022,17,18,Solar,149,Sunday,May,Spring,12941.179999999998
2/23/2022,15,16,Solar,54,Wednesday,February,Winter,9044.98
6/22/2025,9,10,Solar,173,Sunday,June,Summer,4780.089999999999
2/1/2025,10,11,Solar,32,Saturday,February,Winter,7971.109999999999
8/26/2021,12,13,Solar,238,Thursday,August,Summer,12474.279999999997
2/2/2025,14,15,Solar,33,Sunday,February,Winter,8843.73
5/9/2020,11,12,Solar,130,Saturday,May,Spring,5201.909999999999
3/21/2024,9,10,Solar,81,Thursday,March,Spring,6087.409999999999
10/6/2023,14,15,Solar,279,Friday,October,Fall,12075.0
12/25/2021,12,13,Solar,359,Saturday,December,Winter,3569.3699999999994
1/15/2025,14,15,Solar,15,Wednesday,January,Winter,9552.13
8/7/2025,17,18,Solar,219,Thursday,August,Summer,12926.689999999997
6/30/2025,11,12,Solar,181,Monday,June,Summer,13779.989999999998
7/30/2024,12,13,Solar,212,Tuesday,July,Summer,11922.05
4/15/2021,11,12,Solar,105,Thursday,April,Spring,13490.189999999997
1/6/2021,14,15,Solar,6,Wednesday,January,Winter,2976.89
4/24/2025,11,12,Solar,114,Thursday,April,Spring,13237.419999999998
5/27/2021,8,9,Solar,147,Thursday,May,Spring,3271.5199999999995
8/12/2020,11,12,Solar,225,Wednesday,August,Summer,6045.549999999999
5/23/2024,17,18,Solar,144,Thursday,May,Spring,9069.13
5/20/2024,8,9,Solar,141,Monday,May,Spring,4846.099999999999
3/10/2024,9,10,Solar,70,Sunday,March,Spring,5594.749999999999
4/14/2025,8,9,Solar,104,Monday,April,Spring,3443.7899999999995
8/21/2024,16,17,Solar,234,Wednesday,August,Summer,14430.429999999997
3/4/2023,13,14,Solar,63,Saturday,March,Spring,13662.46
6/11/2021,18,19,Solar,162,Friday,June,Summer,5618.899999999999
6/15/2021,16,17,Solar,166,Tuesday,June,Summer,6544.65
2/16/2025,13,14,Solar,47,Sunday,February,Winter,13998.949999999999
6/3/2022,11,12,Solar,154,Friday,June,Summer,6148.589999999999
8/2/2025,13,14,Solar,214,Saturday,August,Summer,19532.519999999997
4/18/2024,10,11,Solar,109,Thursday,April,Spring,12904.15
10/25/2022,13,14,Solar,298,Tuesday,October,Fall,9143.189999999999
5/4/2023,10,11,Solar,124,Thursday,May,Spring,15523.619999999997
12/25/2021,15,16,Solar,359,Saturday,December,Winter,1969.0299999999995
4/30/2023,13,14,Solar,120,Sunday,April,Spring,12194.139999999998
8/15/2020,8,9,Solar,228,Saturday,August,Summer,1674.3999999999999
6/26/2021,15,16,Solar,177,Saturday,June,Summer,7562.169999999998
7/12/2023,11,12,Solar,193,Wednesday,July,Summer,12868.729999999998
9/22/2022,18,19,Solar,265,Thursday,September,Fall,2394.0699999999997
12/15/2021,12,13,Solar,349,Wednesday,December,Winter,5915.1399999999985
6/3/2022,13,14,Solar,154,Friday,June,Summer,9529.589999999998
6/28/2024,9,10,Solar,180,Friday,June,Summer,8444.449999999999
3/27/2022,12,13,Solar,86,Sunday,March,Spring,10070.549999999997
1/5/2020,14,15,Solar,5,Sunday,January,Winter,4752.719999999999
6/24/2020,13,14,Solar,176,Wednesday,June,Summer,11221.699999999999
3/27/2022,17,18,Solar,86,Sunday,March,Spring,6208.159999999999
12/26/2024,12,13,Solar,361,Thursday,December,Winter,8257.689999999999
9/20/2024,16,17,Solar,264,Friday,September,Fall,10925.46
9/8/2020,9,10,Solar,252,Tuesday,September,Fall,3773.8399999999997
9/9/2020,10,11,Solar,253,Wednesday,September,Fall,3777.059999999999
1/7/2021,13,14,Solar,7,Thursday,January,Winter,4097.45
2/1/2025,10,11,Solar,32,Saturday,February,Winter,7971.109999999999
2/15/2025,16,17,Solar,46,Saturday,February,Winter,8009.749999999999
8/18/2025,16,17,Solar,230,Monday,August,Summer,11860.869999999999
9/2/2022,12,13,Solar,245,Friday,September,Fall,8357.509999999998
7/15/2022,17,18,Solar,196,Friday,July,Summer,9777.529999999999
4/25/2023,17,18,Solar,115,Tuesday,April,Spring,7190.259999999999
5/8/2022,17,18,Solar,128,Sunday,May,Spring,9217.249999999998
12/19/2021,12,13,Solar,353,Sunday,December,Winter,7180.599999999999
9/20/2024,14,15,Solar,264,Friday,September,Fall,13490.189999999997
11/9/2020,14,15,Solar,314,Monday,November,Fall,3950.9399999999996
5/28/2021,11,12,Solar,148,Friday,May,Spring,8916.179999999998
11/12/2022,15,16,Solar,316,Saturday,November,Fall,5370.959999999999
7/11/2021,9,10,Solar,192,Sunday,July,Summer,4343.78
11/27/2020,11,12,Solar,332,Friday,November,Fall,4654.509999999999
6/7/2024,17,18,Solar,159,Friday,June,Summer,8528.169999999998
2/16/2025,11,12,Solar,47,Sunday,February,Winter,13374.269999999999
7/20/2022,16,17,Solar,201,Wednesday,July,Summer,11714.359999999999
3/8/2021,10,11,Solar,67,Monday,March,Spring,6386.869999999999
8/22/2025,15,16,Solar,234,Friday,August,Summer,14926.309999999998
7/2/2025,10,11,Solar,183,Wednesday,July,Summer,11809.349999999999
1/15/2022,11,12,Solar,15,Saturday,January,Winter,5779.9
10/7/2023,11,12,Solar,280,Saturday,October,Fall,11353.719999999998
7/13/2025,11,12,Solar,194,Sunday,July,Summer,13913.619999999999
6/26/2020,12,13,Solar,178,Friday,June,Summer,7855.189999999999
2/9/2023,9,10,Solar,40,Thursday,February,Winter,4327.679999999999
8/7/2024,15,16,Solar,220,Wednesday,August,Summer,13575.519999999999
8/8/2023,18,19,Solar,220,Tuesday,August,Summer,9143.189999999999
7/18/2022,17,18,Solar,199,Monday,July,Summer,9436.21
8/1/2025,8,9,Solar,213,Friday,August,Summer,5663.98
7/12/2022,9,10,Solar,193,Tuesday,July,Summer,6253.239999999999
1/13/2025,13,14,Solar,13,Monday,January,Winter,14791.069999999998
5/26/2024,11,12,Solar,147,Sunday,May,Spring,8259.299999999997
7/2/2022,12,13,Solar,183,Saturday,July,Summer,11662.839999999997
6/23/2020,16,17,Solar,175,Tuesday,June,Summer,8552.319999999998
7/7/2021,17,18,Solar,188,Wednesday,July,Summer,6169.519999999999
7/10/2021,17,18,Solar,191,Saturday,July,Summer,8046.779999999999
4/30/2022,11,12,Solar,120,Saturday,April,Spring,12607.909999999998
5/13/2025,13,14,Solar,133,Tuesday,May,Spring,6605.829999999999
8/25/2022,12,13,Solar,237,Thursday,August,Summer,10373.23
2/18/2025,12,13,Solar,49,Tuesday,February,Winter,16822.889999999996
9/22/2020,15,16,Solar,266,Tuesday,September,Fall,4247.179999999999
1/31/2024,14,15,Solar,31,Wednesday,January,Winter,10532.619999999999
5/19/2020,9,10,Solar,140,Tuesday,May,Spring,5926.409999999999
8/7/2024,18,19,Solar,220,Wednesday,August,Summer,9677.71
10/18/2022,14,15,Solar,291,Tuesday,October,Fall,9350.88
2/23/2022,13,14,Solar,54,Wednesday,February,Winter,10067.33
2/3/2025,9,10,Solar,34,Monday,February,Winter,5485.2699999999995
6/3/2021,14,15,Solar,154,Thursday,June,Summer,6436.78
7/10/2021,10,11,Solar,191,Saturday,July,Summer,5274.359999999999
4/25/2025,11,12,Solar,115,Friday,April,Spring,14815.219999999998
12/28/2024,14,15,Solar,363,Saturday,December,Winter,5800.829999999999
8/4/2025,10,11,Solar,216,Monday,August,Summer,13976.409999999998
6/22/2020,15,16,Solar,174,Monday,June,Summer,7591.15
1/13/2025,15,16,Solar,13,Monday,January,Winter,10778.949999999999
9/9/2020,10,11,Solar,253,Wednesday,September,Fall,3777.059999999999
6/20/2023,12,13,Solar,171,Tuesday,June,Summer,12157.109999999999
2/9/2022,10,11,Solar,40,Wednesday,February,Winter,8159.48
7/18/2025,17,18,Solar,199,Friday,July,Summer,11129.929999999998
7/12/2022,9,10,Solar,193,Tuesday,July,Summer,6253.239999999999
5/10/2022,9,10,Solar,130,Tuesday,May,Spring,7283.6399999999985
5/27/2021,8,9,Solar,147,Thursday,May,Spring,3271.5199999999995
9/21/2024,14,15,Solar,265,Saturday,September,Fall,7063.069999999999
6/23/2022,13,14,Solar,174,Thursday,June,Summer,9090.06
8/7/2024,18,19,Solar,220,Wednesday,August,Summer,9677.71
9/11/2021,16,17,Solar,254,Saturday,September,Fall,7430.15
5/14/2025,9,10,Solar,134,Wednesday,May,Spring,8978.969999999998
8/24/2025,18,19,Solar,236,Sunday,August,Summer,8248.029999999999
1/7/2021,13,14,Solar,7,Thursday,January,Winter,4097.45
5/9/2022,15,16,Solar,129,Monday,May,Spring,9365.369999999999
6/30/2025,11,12,Solar,181,Monday,June,Summer,13779.989999999998
5/1/2021,11,12,Solar,121,Saturday,May,Spring,5350.03
8/14/2023,14,15,Solar,226,Monday,August,Summer,15588.019999999999
8/4/2020,13,14,Solar,217,Tuesday,August,Summer,8903.299999999997
7/30/2020,14,15,Solar,212,Thursday,July,Summer,7207.969999999998
1/31/2024,10,11,Solar,31,Wednesday,January,Winter,5900.65
9/3/2021,13,14,Solar,246,Friday,September,Fall,6340.179999999999
10/5/2024,10,11,Solar,279,Saturday,October,Fall,11411.679999999998
8/8/2020,15,16,Solar,221,Saturday,August,Summer,6212.989999999999
8/20/2023,16,17,Solar,232,Sunday,August,Summer,9991.659999999998
3/25/2025,12,13,Solar,84,Tuesday,March,Spring,11988.06
1/1/2021,12,13,Solar,1,Friday,January,Winter,3210.3399999999997
4/18/2021,9,10,Solar,108,Sunday,April,Spring,6048.769999999999
6/7/2023,17,18,Solar,158,Wednesday,June,Summer,11801.3
12/26/2024,12,13,Solar,361,Thursday,December,Winter,8257.689999999999
9/10/2022,11,12,Solar,253,Saturday,September,Fall,12767.3
3/30/2022,11,12,Solar,89,Wednesday,March,Spring,3519.459999999999
7/29/2020,8,9,Solar,211,Wednesday,July,Summer,2345.77
1/30/2022,11,12,Solar,30,Sunday,January,Winter,5441.799999999999
2/4/2023,11,12,Solar,35,Saturday,February,Winter,8087.029999999999
2/13/2023,10,11,Solar,44,Monday,February,Winter,9632.63
6/17/2024,13,14,Solar,169,Monday,June,Summer,13754.229999999998
8/5/2021,13,14,Solar,217,Thursday,August,Summer,12673.919999999998
3/31/2021,14,15,Solar,90,Wednesday,March,Spring,8524.949999999999
7/7/2023,9,10,Solar,188,Friday,July,Summer,8719.759999999998
7/25/2020,10,11,Solar,207,Saturday,July,Summer,7608.859999999999
2/9/2025,10,11,Solar,40,Sunday,February,Winter,6947.15
11/10/2020,10,11,Solar,315,Tuesday,November,Fall,3036.459999999999
10/17/2024,12,13,Solar,291,Thursday,October,Fall,5372.57
7/15/2024,14,15,Solar,197,Monday,July,Summer,17043.46
6/15/2022,12,13,Solar,166,Wednesday,June,Summer,9754.989999999998
6/18/2022,17,18,Solar,169,Saturday,June,Summer,11495.4
1/13/2024,15,16,Solar,13,Saturday,January,Winter,4140.919999999999
3/9/2022,10,11,Solar,68,Wednesday,March,Spring,11836.719999999998
7/14/2020,10,11,Solar,196,Tuesday,July,Summer,5089.209999999999
6/13/2023,11,12,Solar,164,Tuesday,June,Summer,10542.279999999999
8/6/2020,15,16,Solar,219,Thursday,August,Summer,6506.009999999999
1/30/2024,14,15,Solar,30,Tuesday,January,Winter,11725.629999999997
2/16/2025,13,14,Solar,47,Sunday,February,Winter,13998.949999999999
6/11/2022,8,9,Solar,162,Saturday,June,Summer,3901.0299999999993
6/21/2024,9,10,Solar,173,Friday,June,Summer,6776.489999999999
4/24/2021,15,16,Solar,114,Saturday,April,Spring,13928.109999999999
8/3/2022,11,12,Solar,215,Wednesday,August,Summer,9019.219999999998
6/11/2025,17,18,Solar,162,Wednesday,June,Summer,13303.429999999998
2/20/2023,12,13,Solar,51,Monday,February,Winter,11978.4
9/29/2025,13,14,Solar,272,Monday,September,Fall,14778.189999999997
5/7/2020,14,15,Solar,128,Thursday,May,Spring,7088.829999999999
5/8/2022,9,10,Solar,128,Sunday,May,Spring,8112.789999999999
5/31/2021,14,15,Solar,151,Monday,May,Spring,12545.119999999999
11/19/2021,14,15,Solar,323,Friday,November,Fall,5341.98
8/4/2022,14,15,Solar,216,Thursday,August,Summer,11041.38
3/25/2025,14,15,Solar,84,Tuesday,March,Spring,11735.289999999997
1/17/2025,12,13,Solar,17,Friday,January,Winter,8468.599999999999
8/28/2023,16,17,Solar,240,Monday,August,Summer,13633.479999999998
