Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
9/17/2024,17,18,Wind,261.0,Tuesday,September,Fall,15566
4/23/2022,18,19,Wind,113.0,Saturday,April,Spring,7248
02/27/2028,12,13,Wind,xyz,Friday,February,Winter,-100
7/9/2023,21,22,Wind,190.0,Sunday,July,Summer,1771
10/16/2025,10,11,Solar,289.0,Thursday,October,,40000
6/18/2022,8,9,Solar,169.0,Saturday,June,Summer,3257
1/23/2021,5,6,Wind,23.0,Saturday,January,Winter,6252
11/28/2025,21,22,Wind,332.0,Friday,November,Fall,6545
1/15/2023,23,0,Wind,15.0,Sunday,January,Winter,14184
7/18/2021,7,8,Wind,199.0,Sunday,July,Summer,4581
6/4/2025,23,0,Wind,155.0,Wednesday,June,Summer,3771
12/18/2023,22,23,Wind,352.0,Monday,December,Winter,4551
8/5/2020,10,11,Solar,218.0,Wednesday,August,Summer,4172
9/30/2021,2,3,Wind,273.0,Thursday,September,Fall,2198
10/20/2024,15,16,Wind,294.0,Sunday,October,Fall,14777
12/12/2023,21,22,Wind,346.0,Tuesday,December,Winter,11950
02/27/2028,13,14,Solar,160.0,Wednesday,June,Summer,-100
10/30/2023,3,4,Wind,303.0,Monday,October,Fall,6758
5/1/2021,2,3,Wind,121.0,Saturday,May,Spring,1529
7/11/2025,19,20,Wind,192.0,Friday,July,Summer,8167
7/14/2021,1,2,Wind,195.0,Wednesday,July,Summer,5174
7/24/2022,22,23,Wind,205.0,Sunday,July,Summer,1576
6/1/2022,9,10,Solar,152.0,Wednesday,June,Summer,3291
7/10/2022,17,18,Solar,191.0,Sunday,July,Summer,8534
8/9/2022,9,10,Solar,221.0,Tuesday,,Summer,5599
6/28/2020,17,18,Wind,180.0,Sunday,June,Summer,6109
3/29/2023,10,11,Wind,88.0,Wednesday,March,Spring,7172
6/1/2022,10,11,,152.0,Wednesday,June,Summer,4579
7/26/2025,11,12,Solar,207.0,Saturday,July,Summer,9696
02/27/2028,6,7,xyz,7.0,xyz,January,Winter,-100
10/14/2022,2,3,Wind,287.0,Friday,October,Fall,3178
4/24/2023,7,8,Wind,114.0,Monday,April,Spring,7202
4/9/2025,4,5,Wind,99.0,Wednesday,April,Spring,4809
11/11/2022,0,1,Wind,315.0,Friday,November,Fall,3260
8/15/2022,20,21,Wind,227.0,Monday,August,Summer,1672
11/15/2020,7,8,Wind,320.0,Sunday,November,Fall,12883
8/1/2025,4,5,Wind,213.0,Friday,August,Summer,1864
3/15/2024,19,20,Wind,75.0,Friday,March,Spring,11130
10/23/2025,18,19,Wind,296.0,Thursday,October,Fall,18901
1/31/2024,18,19,Wind,31.0,Wednesday,January,Winter,3644
10/27/2023,13,14,Wind,300.0,,October,Fall,12859
8/21/2022,13,14,Solar,233.0,Sunday,August,Summer,5750
12/10/2021,6,7,Wind,344.0,Friday,December,Winter,40000
6/16/2022,13,14,Solar,167.0,Thursday,June,Summer,6779
8/2/2023,9,10,Wind,214.0,Wednesday,August,Summer,16901
5/20/2021,4,5,Wind,140.0,Thursday,May,Spring,1694
8/22/2020,23,0,Wind,235.0,Saturday,August,Summer,4101
4/19/2020,11,12,Wind,110.0,Sunday,April,Spring,3044
3/14/2020,8,9,Wind,74.0,Saturday,March,Spring,4390
2/24/2022,10,11,Wind,55.0,Thursday,February,Winter,10940
xyz,19,20,Wind,126.0,Saturday,May,Spring,1867
11/13/2025,11,12,Wind,317.0,Thursday,November,Fall,11277
7/17/2025,12,13,Solar,198.0,Thursday,July,Summer,9231
4/4/2020,14,15,Solar,95.0,Saturday,April,Spring,6508
7/3/2020,22,23,Wind,185.0,Friday,July,Summer,2524
8/8/2023,18,19,Solar,xyz,Tuesday,August,xyz,5679
3/10/2023,22,23,Wind,69.0,Friday,March,Spring,3585
11/29/2020,12,13,Solar,334.0,Sunday,November,Fall,4441
10/13/2021,5,6,Wind,286.0,Wednesday,October,Fall,2635
7/14/2022,3,4,xyz,195.0,Thursday,July,Summer,1144
12/3/2024,5,6,Wind,338.0,Tuesday,xyz,Winter,40000
10/22/2022,9,10,Wind,295.0,Saturday,October,Fall,4670
7/10/2021,22,23,Wind,191.0,Saturday,July,Summer,1341
5/10/2020,3,4,Wind,131.0,Sunday,May,Spring,2119
1/8/2022,6,7,Wind,8.0,Saturday,January,Winter,5560
6/11/2025,16,17,Solar,162.0,Wednesday,June,Summer,xyz
02/27/2028,13,14,Solar,73.0,Wednesday,xyz,Spring,-100
4/20/2020,13,14,Wind,111.0,Monday,April,Spring,6295
12/6/2020,19,20,Wind,341.0,Sunday,December,Winter,1831
02/27/2028,14,15,,273.0,Thursday,September,Fall,-100
2/22/2020,9,10,Wind,53.0,Saturday,February,Winter,9798
6/5/2023,6,7,Wind,156.0,Monday,June,Summer,5236
3/13/2024,3,4,Wind,73.0,Wednesday,March,Spring,5628
10/29/2021,19,20,Wind,302.0,Friday,October,Fall,6365
12/5/2022,9,xyz,Solar,xyz,Monday,December,Winter,40000
4/23/2023,16,17,Wind,113.0,Sunday,April,Spring,17128
9/7/2022,0,1,Wind,250.0,Wednesday,September,Fall,2068
8/1/2023,17,18,Wind,213.0,Tuesday,August,Summer,14385
6/7/2025,22,23,Wind,158.0,Saturday,June,Summer,11872
12/11/2023,7,8,Wind,345.0,Monday,December,Winter,12197
5/18/2025,16,17,Solar,138.0,Sunday,May,Spring,4639
5/25/2023,22,23,Wind,145.0,Thursday,May,Spring,7838
10/21/2020,2,3,Wind,295.0,Wednesday,October,Fall,8784
11/16/2022,6,7,Wind,320.0,Wednesday,November,Fall,8891
9/20/2021,5,6,Wind,263.0,Monday,September,Fall,1476
3/25/2021,1,2,Wind,84.0,xyz,March,Spring,1828
5/18/2020,23,0,Wind,139.0,Monday,May,Spring,4354
3/20/2020,19,20,Wind,80.0,Friday,March,Spring,8034
5/8/2025,1,2,Wind,128.0,Thursday,May,Spring,5736
12/31/2020,xyz,17,Wind,xyz,Thursday,December,Winter,2357
02/27/2028,xyz,3,xyz,18.0,Monday,January,Winter,-100
3/20/2025,18,19,Wind,79.0,Thursday,March,Spring,6079
xyz,3,xyz,Wind,347.0,Monday,December,Winter,-100
12/1/2021,6,7,Wind,335.0,Wednesday,December,Winter,13796
3/20/2020,21,22,Wind,80.0,Friday,March,Spring,8477
4/5/2020,10,11,Wind,96.0,Sunday,April,Spring,7338
1/4/2020,12,13,Wind,4.0,Saturday,January,Winter,5032
2/27/2023,2,3,Wind,58.0,Monday,February,Winter,13375
2/26/2024,5,6,Wind,57.0,Monday,February,Winter,8685
5/10/2022,12,13,Solar,130.0,Tuesday,May,Spring,8156
11/20/2025,13,14,Wind,324.0,Thursday,November,Fall,8270
7/27/2024,8,9,Solar,209.0,Saturday,July,Summer,1867
11/5/2020,22,23,Wind,310.0,Thursday,November,Fall,7939
xyz,19,20,Wind,354.0,Monday,December,Winter,3491
6/11/2022,5,6,Wind,162.0,Saturday,June,Summer,821
8/20/2024,21,22,Wind,233.0,Tuesday,August,Summer,7387
4/16/2024,21,22,Wind,107.0,Tuesday,April,Spring,8195
3/23/2022,6,7,Wind,82.0,Wednesday,March,Spring,2971
6/5/2021,18,19,Solar,156.0,Saturday,June,Summer,3619
9/16/2021,5,6,Wind,259.0,Thursday,September,Fall,699
9/29/2021,19,20,Wind,272.0,Wednesday,September,Fall,4060
7/14/2020,11,12,Solar,196.0,Tuesday,July,Summer,3964
1/4/2022,2,3,Wind,4.0,Tuesday,January,Winter,7777
02/27/2028,23,0,Wind,51.0,Tuesday,February,Winter,-100
11/25/2022,22,23,Wind,329.0,Friday,November,Fall,3305
10/8/2020,11,12,Wind,282.0,Thursday,October,Fall,10615
3/9/2023,0,1,Wind,68.0,Thursday,March,Spring,15224
2/2/2021,2,3,Wind,33.0,Tuesday,February,Winter,6510
4/24/2022,5,6,Wind,114.0,Sunday,April,Spring,2907
2/11/2023,23,0,Wind,42.0,Saturday,February,Winter,3519
8/23/2024,14,15,Wind,236.0,Friday,August,Summer,9041
5/11/2020,8,9,Wind,132.0,Monday,May,Spring,12575
7/2/2020,6,7,Wind,184.0,Thursday,July,Summer,2658
11/12/2023,17,18,Wind,316.0,Sunday,November,Fall,8377
7/19/2022,2,3,Wind,200.0,Tuesday,July,Summer,5991
6/26/2024,7,8,Wind,178.0,Wednesday,June,Summer,1858
1/17/2023,10,11,Wind,17.0,Tuesday,January,Winter,4286
4/5/2025,5,6,Wind,95.0,Saturday,April,Spring,6698
1/29/2022,16,17,Wind,29.0,Saturday,January,Winter,10506
9/19/2024,12,13,Solar,xyz,Thursday,September,Fall,14571
1/6/2025,4,5,Wind,6.0,Monday,January,Winter,18425
10/7/2024,3,4,Wind,281.0,Monday,October,Fall,6923
9/15/2020,3,4,Wind,259.0,Tuesday,September,Fall,3210
2/22/2022,16,17,Wind,53.0,Tuesday,February,Winter,13212
4/11/2025,21,22,Wind,101.0,Friday,April,Spring,7061
4/13/2024,15,16,Solar,104.0,Saturday,April,Spring,5731
5/15/2025,6,7,Wind,135.0,Thursday,May,Spring,6116
11/7/2025,19,20,Wind,311.0,Friday,November,Fall,3663
3/27/2022,8,9,Wind,86.0,Sunday,March,Spring,4977
3/31/2023,19,20,Wind,90.0,Friday,March,Spring,18011
3/7/2024,1,2,Wind,67.0,Thursday,March,Spring,3440
11/20/2020,1,2,Wind,325.0,Friday,November,Fall,4107
1/24/2021,8,9,Wind,24.0,Sunday,January,Winter,4228
1/18/2023,13,14,Wind,18.0,Wednesday,January,Winter,6028
5/7/2022,14,15,Solar,127.0,Saturday,May,Spring,6943
11/21/2024,8,9,Wind,326.0,Thursday,November,Fall,7834
12/27/2021,0,1,Wind,361.0,Monday,December,Winter,4025
5/24/2021,22,23,Wind,,Monday,May,Spring,9483
10/13/2023,2,3,Wind,286.0,Friday,October,Fall,7476
3/21/2024,2,3,Wind,81.0,Thursday,March,Spring,2363
1/24/2022,12,13,Solar,24.0,Monday,January,Winter,4464
10/16/2024,4,5,Wind,290.0,Wednesday,October,Fall,11312
3/29/2020,22,23,Wind,89.0,Sunday,March,Spring,12612
8/3/2020,2,3,Wind,216.0,xyz,xyz,Summer,2390
3/7/2021,22,xyz,Wind,66.0,Sunday,xyz,Spring,3739
2/6/2023,0,1,Wind,37.0,Monday,February,Winter,8478
6/19/2022,6,xyz,Wind,170.0,Sunday,June,Summer,6959
6/21/2020,12,13,Wind,173.0,Sunday,June,Summer,7780
8/2/2023,19,20,Wind,214.0,Wednesday,August,Summer,16928
3/2/2021,15,16,Solar,61.0,Tuesday,March,Spring,3434
11/3/2024,23,0,Wind,308.0,Sunday,November,Fall,2561
5/14/2022,5,6,Wind,134.0,Saturday,May,Spring,1726
8/15/2021,8,9,Wind,227.0,Sunday,August,Summer,1863
2/28/2020,6,7,Wind,59.0,Friday,February,Winter,2998
6/27/2023,22,23,Wind,178.0,Tuesday,June,Summer,2535
8/24/2021,22,23,Wind,236.0,Tuesday,August,Summer,7178
11/4/2024,11,12,Solar,309.0,Monday,November,Fall,4989
8/14/2023,5,6,Wind,226.0,Monday,August,Summer,2504
4/14/2022,10,11,Solar,104.0,Thursday,April,Spring,4167
10/28/2025,17,18,Wind,301.0,Tuesday,October,Fall,7492
12/16/2024,3,4,Wind,351.0,Monday,December,Winter,8013
1/22/2025,19,20,Wind,22.0,Wednesday,January,Winter,7737
10/28/2020,13,14,Wind,302.0,,October,Fall,12937
7/14/2025,2,3,Wind,195.0,Monday,July,Summer,3887
10/31/2023,2,3,Wind,304.0,Tuesday,October,Fall,7130
,21,22,Wind,31.0,Friday,January,Winter,40000
2/19/2020,8,9,Wind,50.0,Wednesday,February,Winter,7418
8/8/2024,18,19,Solar,221.0,Thursday,August,Summer,6114
xyz,13,14,xyz,28.0,Thursday,January,,15125
10/9/2023,8,9,Wind,282.0,Monday,October,Fall,1479
12/2/2022,8,9,Wind,336.0,Friday,December,Winter,1891
6/5/2020,1,2,Wind,157.0,Friday,June,Summer,3083
2/22/2021,12,13,Wind,53.0,Monday,February,Winter,5207
9/8/2023,11,12,Solar,251.0,Friday,September,Fall,6264
6/2/2022,2,3,Wind,153.0,Thursday,June,Summer,4489
11/12/2020,0,1,Wind,317.0,Thursday,November,Fall,7815
12/11/2020,17,18,Wind,346.0,Friday,December,Winter,6128
3/9/2023,17,18,Wind,68.0,Thursday,March,Spring,14276
3/17/2021,14,15,Wind,76.0,Wednesday,March,Spring,11369
11/1/2022,8,9,Wind,305.0,Tuesday,November,Fall,11128
2/25/2020,6,7,Wind,56.0,Tuesday,February,Winter,9167
8/9/2022,21,22,Wind,221.0,Tuesday,August,Summer,6647
9/6/2021,7,8,Wind,249.0,Monday,September,Fall,1047
7/22/2020,9,10,Solar,204.0,Wednesday,July,Summer,2274
11/20/2022,19,20,Wind,324.0,Sunday,November,Fall,9592
5/6/2024,13,14,Wind,127.0,Monday,May,Spring,10471
4/3/2020,21,22,Wind,94.0,Friday,April,Spring,822
6/2/2024,8,9,Wind,154.0,Sunday,June,Summer,6742
11/14/2023,11,12,Wind,318.0,Tuesday,November,Fall,14452
6/1/2024,11,12,Wind,153.0,Saturday,June,Summer,6742
11/10/2021,14,15,Solar,314.0,Wednesday,November,Fall,2377
9/1/2020,15,16,Solar,245.0,Tuesday,September,Fall,4468
12/5/2024,12,13,Wind,340.0,Thursday,December,Winter,17990
1/3/2023,1,2,Wind,3.0,xyz,January,xyz,
4/1/2021,12,13,Solar,91.0,Thursday,April,Spring,5138
02/27/2028,22,23,Wind,334.0,Thursday,November,Fall,40000
4/2/2021,12,13,Wind,92.0,Friday,April,Spring,10686
6/27/2025,9,10,Solar,178.0,Friday,June,Summer,6183
6/17/2020,10,11,Solar,169.0,Wednesday,June,Summer,3020
8/23/2025,4,5,Wind,235.0,Saturday,August,Summer,1388
6/5/2025,21,22,xyz,156.0,Thursday,June,Summer,12863
4/9/2021,19,20,Wind,99.0,Friday,April,Spring,4660
11/7/2025,21,22,Wind,311.0,Friday,November,Fall,3455
9/16/2023,11,12,Solar,259.0,Saturday,September,Fall,7132
10/31/2021,23,0,Wind,304.0,Sunday,October,Fall,9036
9/2/2020,14,15,Solar,246.0,Wednesday,September,Fall,4475
11/22/2022,6,7,Wind,326.0,Tuesday,November,Fall,12684
1/31/2024,6,7,Wind,31.0,Wednesday,January,Winter,702
6/3/2023,15,16,Solar,xyz,Saturday,xyz,Summer,40000
3/29/2024,13,14,Wind,89.0,Friday,March,Spring,12451
12/26/2020,10,11,Wind,361.0,Saturday,December,Winter,5443
5/29/2020,0,1,Wind,150.0,Friday,May,Spring,6833
6/16/2025,11,12,Solar,167.0,Monday,June,Summer,9648
10/12/2025,3,4,Wind,285.0,Sunday,October,Fall,4975
2/9/2024,0,1,Wind,40.0,Friday,February,Winter,16468
02/27/2028,9,10,Wind,152.0,Sunday,May,Spring,-100
8/14/2021,9,10,Solar,226.0,xyz,August,Summer,2699
1/22/2020,20,21,Wind,22.0,Wednesday,January,Winter,6559
12/18/2022,17,18,Wind,352.0,Sunday,December,Winter,10405
8/6/2020,23,0,Wind,219.0,Thursday,August,Summer,2711
02/27/2028,17,18,Wind,325.0,Monday,November,Fall,-100
5/16/2020,18,19,Wind,137.0,Saturday,May,Spring,3719
10/24/2024,7,8,Wind,298.0,Thursday,October,Fall,6244
5/27/2021,1,2,xyz,147.0,Thursday,May,Spring,1901
12/15/2023,8,9,Wind,349.0,Friday,December,Winter,1618
2/7/2022,8,9,Wind,38.0,Monday,February,Winter,4208
3/31/2021,12,13,Solar,90.0,Wednesday,March,Spring,4968
3/30/2023,9,10,Wind,89.0,Thursday,March,Spring,13258
9/6/2021,13,14,Solar,249.0,Monday,September,Fall,5761
12/18/2023,23,0,Wind,352.0,Monday,December,Winter,4894
7/12/2023,0,1,Wind,193.0,Wednesday,July,Summer,3608
10/2/2025,14,15,Solar,275.0,Thursday,October,Fall,10014
5/14/2020,12,13,Wind,135.0,Thursday,May,Spring,10868
7/7/2025,19,20,Wind,188.0,Monday,July,Summer,10176
8/13/2023,23,0,Wind,225.0,Sunday,August,Summer,1024
4/8/2022,6,7,Wind,98.0,Friday,April,Spring,5180
7/23/2024,6,7,Wind,205.0,Tuesday,July,Summer,5757
5/12/2023,17,18,Wind,132.0,Friday,May,Spring,6407
8/12/2020,21,22,Wind,225.0,Wednesday,August,Summer,1803
8/8/2021,2,3,Wind,220.0,Sunday,August,Summer,7015
3/24/2021,3,4,Wind,83.0,Wednesday,March,Spring,1617
10/13/2023,11,12,Wind,286.0,Friday,October,Fall,16243
12/16/2023,16,17,Wind,350.0,Saturday,,Winter,40000
10/24/2023,3,4,Wind,297.0,Tuesday,October,Fall,3857
10/20/2022,13,14,Wind,293.0,Thursday,October,Fall,8279
8/10/2025,9,10,Solar,222.0,Sunday,August,Summer,2877
8/26/2021,5,6,Wind,238.0,Thursday,August,Summer,2577
2/9/2020,21,22,Wind,40.0,Sunday,February,Winter,11121
6/4/2020,22,23,Wind,156.0,Thursday,June,Summer,3036
9/16/2021,23,0,Wind,259.0,Thursday,September,Fall,823
12/24/2022,1,2,Wind,358.0,Saturday,December,Winter,9924
02/27/2028,10,,Solar,247.0,Monday,September,Fall,-100
9/24/2023,0,1,Wind,267.0,Sunday,September,Fall,1551
9/3/2025,4,5,Wind,246.0,Wednesday,September,Fall,11536
9/24/2021,9,10,Solar,267.0,Friday,September,Fall,2389
5/19/2025,19,20,Wind,139.0,Monday,May,Spring,5014
3/5/2022,1,2,Wind,64.0,Saturday,March,Spring,2844
9/2/2023,3,4,Wind,245.0,Saturday,September,Fall,2344
4/21/2025,23,0,Wind,111.0,Monday,April,Spring,2488
9/25/2022,19,20,Wind,268.0,Sunday,September,Fall,2026
6/4/2020,3,4,Wind,156.0,Thursday,June,Summer,2745
5/23/2020,20,21,Wind,144.0,Saturday,May,Spring,6050
1/1/2021,20,21,Wind,1.0,Friday,January,Winter,1400
02/27/2028,21,xyz,xyz,141.0,Monday,May,Spring,-100
1/7/2025,17,18,Wind,7.0,Tuesday,January,Winter,10787
10/24/2020,16,17,Wind,298.0,Saturday,October,Fall,11847
4/2/2021,8,9,Wind,92.0,Friday,April,Spring,7431
3/9/2022,21,22,Wind,68.0,Wednesday,March,Spring,6486
xyz,4,5,Wind,163.0,Saturday,June,Summer,1602
10/4/2022,11,12,Solar,277.0,Tuesday,October,Fall,5095
1/26/2025,6,7,Wind,26.0,Sunday,January,Winter,9622
8/10/2022,0,1,Wind,222.0,Wednesday,August,Summer,7497
xyz,15,16,Solar,104.0,xyz,April,Spring,5744
02/27/2028,5,6,Wind,187.0,Friday,July,Summer,-100
7/2/2025,1,2,Wind,183.0,Wednesday,July,Summer,1680
2/15/2023,7,8,Wind,46.0,Wednesday,February,Winter,4689
02/27/2028,xyz,xyz,Solar,291.0,Tuesday,October,Fall,-100
6/21/2023,20,21,Wind,172.0,Wednesday,June,Summer,2103
2/19/2025,10,11,Wind,50.0,Wednesday,February,Winter,9254
02/27/2028,4,5,,248.0,Friday,xyz,Fall,-100
12/25/2022,11,12,Wind,359.0,Sunday,December,Winter,8005
xyz,21,22,Wind,xyz,Monday,,Spring,8276
1/21/2025,9,10,Wind,21.0,Tuesday,January,Winter,3532
2/23/2024,10,11,Wind,54.0,Friday,February,Winter,16254
5/31/2023,1,2,Wind,151.0,Wednesday,May,Spring,9202
,2,3,Wind,249.0,Tuesday,September,Fall,3954
3/23/2025,1,2,Wind,82.0,Sunday,March,Spring,3960
12/31/2024,0,1,Wind,366.0,Tuesday,December,Winter,2264
02/27/2028,15,16,Solar,344.0,Saturday,December,Winter,-100
9/4/2021,9,10,Solar,xyz,Saturday,September,Fall,1919
2/6/2022,3,4,Wind,37.0,Sunday,February,Winter,13367
12/26/2021,11,12,Wind,360.0,Sunday,December,Winter,4422
1/5/2020,8,9,Wind,5.0,Sunday,January,Winter,1711
6/17/2025,17,18,Solar,168.0,Tuesday,,xyz,xyz
1/3/2025,3,4,Wind,3.0,Friday,January,Winter,2554
12/17/2023,10,11,Wind,351.0,Sunday,December,Winter,4841
12/24/2020,5,6,Wind,359.0,Thursday,December,Winter,10082
2/20/2025,22,23,Wind,51.0,Thursday,February,Winter,9192
02/27/2028,16,17,Wind,122.0,Wednesday,May,Spring,-100
6/28/2021,3,4,Wind,179.0,Monday,June,Summer,993
4/20/2025,2,3,Wind,110.0,Sunday,April,Spring,7949
4/28/2020,9,10,Wind,119.0,Tuesday,April,Spring,6544
11/22/2023,21,22,Wind,326.0,Wednesday,November,Fall,4015
2/23/2023,0,1,Wind,54.0,Thursday,February,Winter,1326
2/4/2025,5,6,Wind,35.0,Tuesday,February,Winter,1813
12/4/2020,13,14,Wind,339.0,Friday,December,Winter,6709
3/27/2021,20,21,Wind,86.0,Saturday,March,Spring,40000
2/13/2023,18,19,Wind,44.0,Monday,February,Winter,1722
xyz,15,16,Wind,158.0,Tuesday,June,xyz,40000
1/17/2025,6,7,Wind,17.0,Friday,January,Winter,907
4/21/2020,20,21,Wind,112.0,Tuesday,April,Spring,3274
10/26/2022,14,15,Wind,299.0,Wednesday,October,Fall,8329
9/13/2021,16,17,Solar,256.0,Monday,September,Fall,3823
11/4/2024,0,1,Wind,309.0,Monday,November,Fall,2535
12/6/2024,22,23,Wind,341.0,Friday,December,Winter,13401
4/29/2022,1,2,Wind,119.0,Friday,April,Spring,4016
3/25/2023,0,1,Wind,84.0,Saturday,March,Spring,15938
9/7/2024,6,7,Wind,251.0,Saturday,September,Fall,3367
1/9/2025,20,21,Wind,9.0,Thursday,January,Winter,6470
8/20/2023,4,5,Wind,232.0,Sunday,August,Summer,1180
02/27/2028,20,xyz,Wind,29.0,Wednesday,January,Winter,-100
7/2/2023,19,20,Wind,183.0,Sunday,July,Summer,7873
9/8/2025,11,12,Solar,251.0,Monday,September,Fall,5497
11/10/2023,23,0,Wind,314.0,Friday,November,Fall,9706
11/17/2020,2,3,Wind,322.0,Tuesday,November,Fall,4690
12/20/2022,14,15,Wind,354.0,Tuesday,December,Winter,9921
3/26/2020,2,3,Wind,86.0,Thursday,March,Spring,6822
02/27/2028,,xyz,Wind,300.0,Friday,October,Fall,-100
10/14/2023,16,17,Wind,287.0,Saturday,October,Fall,5669
6/15/2023,8,9,Solar,166.0,Thursday,June,Summer,3150
9/17/2024,16,17,Wind,261.0,Tuesday,September,Fall,16641
11/24/2022,0,1,Wind,328.0,Thursday,November,Fall,12304
4/16/2021,10,11,Solar,106.0,Friday,April,Spring,5704
11/6/2023,14,15,Wind,310.0,Monday,November,Fall,13487
9/17/2023,6,7,Wind,260.0,Sunday,September,Fall,2803
3/22/2025,10,11,Wind,81.0,Saturday,March,Spring,xyz
5/6/2024,0,1,Wind,127.0,Monday,May,Spring,2496
xyz,10,11,Wind,38.0,Friday,February,xyz,12922
2/26/2024,0,1,Wind,57.0,Monday,February,Winter,11143
10/28/2021,15,16,Wind,301.0,Thursday,October,Fall,9175
xyz,xyz,16,Wind,150.0,Tuesday,May,Spring,-100
5/23/2025,21,22,Wind,143.0,Friday,May,Spring,2357
3/15/2024,20,21,Wind,75.0,Friday,March,Spring,10873
3/27/2021,22,,Wind,86.0,Saturday,March,Spring,2170
2/27/2021,5,6,Wind,58.0,Saturday,February,Winter,5959
8/15/2023,8,9,Solar,227.0,Tuesday,August,Summer,1912
7/8/2023,8,9,Solar,189.0,Saturday,July,Summer,3767
10/8/2024,6,7,Wind,282.0,Tuesday,October,Fall,9141
5/30/2025,3,4,Wind,150.0,Friday,May,Spring,991
2/21/2022,xyz,5,xyz,52.0,Monday,February,xyz,14649
9/14/2023,0,1,Wind,257.0,Thursday,September,Fall,1211
12/12/2023,0,1,Wind,346.0,Tuesday,December,Winter,4486
5/26/2025,0,1,Wind,146.0,Monday,May,xyz,6927
9/26/2021,18,xyz,Wind,269.0,Sunday,September,Fall,40000
4/15/2022,21,22,Wind,105.0,Friday,April,Spring,4839
10/24/2025,xyz,,Wind,297.0,xyz,October,Fall,14422
1/27/2021,12,13,Wind,27.0,Wednesday,January,Winter,5380
12/10/2021,11,12,Wind,344.0,Friday,December,Winter,15172
4/16/2023,11,12,Solar,106.0,Sunday,April,Spring,8757
9/27/2023,12,13,Solar,270.0,Wednesday,September,Fall,8377
02/27/2028,21,22,Wind,271.0,Wednesday,,Fall,-100
12/21/2023,16,17,Wind,355.0,Thursday,December,Winter,18157
11/5/2021,13,14,Solar,309.0,Friday,November,Fall,4309
11/13/2024,0,1,Wind,318.0,Wednesday,November,Fall,7547
1/21/2022,16,17,Wind,21.0,Friday,January,Winter,4930
9/18/2025,1,2,Wind,261.0,Thursday,September,Fall,2658
02/27/2028,21,22,Wind,330.0,xyz,November,Fall,-100
12/6/2024,4,5,Wind,341.0,Friday,December,Winter,16790
5/7/2020,6,7,Wind,128.0,Thursday,May,Spring,1940
3/1/2022,20,21,Wind,60.0,Tuesday,March,Spring,2587
4/5/2021,13,14,Wind,95.0,Monday,April,Spring,12272
8/14/2025,11,12,Solar,226.0,Thursday,August,Summer,7778
12/2/2024,19,20,Wind,337.0,xyz,December,Winter,8640
7/18/2020,9,10,Solar,200.0,Saturday,July,Summer,2751
2/21/2025,3,4,Wind,52.0,Friday,February,Winter,8852
9/3/2022,11,12,Solar,246.0,,September,Fall,5300
3/11/2021,12,13,Wind,70.0,Thursday,March,Spring,15952
4/9/2022,3,4,Wind,99.0,Saturday,April,Spring,4941
5/18/2024,20,21,Wind,139.0,Saturday,May,Spring,1089
1/21/2025,15,16,Wind,21.0,Tuesday,January,Winter,4033
2/17/2023,21,22,Wind,48.0,Friday,February,Winter,6602
xyz,13,,Solar,165.0,Saturday,June,Summer,4547
4/18/2025,10,11,Solar,108.0,Friday,April,Spring,10165
11/26/2023,16,17,Wind,330.0,Sunday,November,Fall,2684
4/6/2020,11,12,Wind,97.0,Monday,April,Spring,7000
9/9/2022,6,7,Wind,252.0,Friday,September,Fall,8609
11/11/2024,9,10,Wind,316.0,Monday,November,Fall,5238
5/23/2023,6,7,Wind,143.0,Tuesday,May,Spring,5042
12/30/2021,23,0,Wind,364.0,Thursday,December,Winter,5789
12/1/2024,17,18,Wind,336.0,Sunday,December,Winter,6455
7/23/2023,12,13,Wind,204.0,Sunday,July,Summer,10378
5/14/2021,18,19,Wind,134.0,Friday,May,Spring,7203
2/28/2021,19,20,Wind,59.0,Sunday,February,Winter,6539
7/2/2023,16,17,Wind,183.0,Sunday,July,Summer,8074
10/11/2024,2,3,Wind,285.0,Friday,October,Fall,1368
7/19/2023,3,4,Wind,200.0,Wednesday,July,Summer,2642
6/12/2023,14,15,Solar,163.0,Monday,June,Summer,5430
10/5/2020,14,15,Wind,279.0,Monday,October,Fall,11225
,3,4,Wind,253.0,Wednesday,September,Fall,xyz
2/17/2020,2,3,Wind,48.0,Monday,February,Winter,7484
10/18/2024,7,8,Wind,292.0,Friday,October,Fall,3601
4/14/2020,11,12,Wind,105.0,Tuesday,April,Spring,9135
1/29/2025,,21,Wind,29.0,Wednesday,xyz,Winter,xyz
02/27/2028,0,1,Wind,269.0,Friday,September,,xyz
10/22/2024,xyz,12,Solar,296.0,Tuesday,October,Fall,3991
11/2/2025,5,6,Wind,306.0,Sunday,November,Fall,8568
12/16/2022,9,10,Wind,350.0,Friday,December,Winter,4580
02/27/2028,6,7,Wind,298.0,Wednesday,October,Fall,40000
2/6/2024,16,17,Wind,37.0,Tuesday,February,Winter,14753
02/27/2028,xyz,10,Solar,138.0,Sunday,May,Spring,-100
9/13/2021,12,13,Solar,256.0,Monday,September,Fall,4974
9/1/2023,12,13,Solar,244.0,Friday,xyz,Fall,
02/27/2028,19,20,Wind,54.0,Sunday,February,xyz,
3/24/2023,13,14,Wind,83.0,Friday,March,Spring,18253
7/21/2022,3,4,Wind,202.0,Thursday,July,Summer,2034
