Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Season,Production
5/2/2025,18,19,Wind,122.0,Friday,Spring,4524
7/18/2022,19,20,Wind,199.0,Monday,Summer,3281
2/17/2022,13,14,Wind,48.0,Thursday,Winter,16410
11/6/2023,xyz,17,Wind,310.0,Monday,Fall,xyz
4/8/2022,23,0,Wind,98.0,Friday,Spring,6694
5/9/2021,4,5,Wind,129.0,Sunday,Spring,8251
3/26/2022,13,14,Wind,85.0,Saturday,Spring,13203
5/4/2020,15,16,Solar,125.0,Monday,Spring,5337
02/27/2028,8,9,Wind,298.0,xyz,Fall,-100
2/27/2021,8,9,Wind,58.0,Saturday,Winter,6414
8/5/2025,12,13,Solar,217.0,Tuesday,Summer,7071
11/24/2024,5,6,Wind,329.0,Sunday,Fall,18615
1/12/2020,12,13,Wind,12.0,Sunday,Winter,9137
7/22/2025,8,9,Wind,203.0,Tuesday,Summer,9162
2/6/2025,23,0,Wind,37.0,Thursday,Winter,12066
1/29/2024,18,19,Wind,29.0,Monday,Winter,xyz
8/31/2022,13,14,Solar,243.0,Wednesday,Summer,7007
3/12/2024,3,4,Wind,72.0,Tuesday,Spring,4768
11/30/2023,4,5,Wind,334.0,Thursday,Fall,1780
8/22/2025,0,1,Wind,234.0,Friday,Summer,6431
10/8/2025,18,19,Wind,281.0,Wednesday,Fall,2375
3/5/2024,20,21,Wind,65.0,Tuesday,Spring,3263
10/9/2020,19,20,Wind,283.0,Friday,Fall,2696
11/3/2020,11,12,Wind,308.0,Tuesday,Fall,7836
8/18/2022,10,11,Solar,230.0,Thursday,xyz,40000
3/17/2023,8,9,Wind,76.0,Friday,Spring,8681
12/28/2021,1,2,Wind,362.0,Tuesday,Winter,12227
1/22/2020,xyz,16,Wind,22.0,Wednesday,Winter,40000
02/27/2028,16,17,Wind,52.0,xyz,Winter,-100
2/8/2021,8,9,Wind,39.0,Monday,Winter,1234
5/22/2025,20,21,Wind,142.0,Thursday,Spring,5574
6/15/2020,11,12,Solar,167.0,Monday,Summer,4552
10/7/2022,2,3,Wind,280.0,Friday,Fall,1154
7/7/2021,xyz,15,Solar,188.0,Wednesday,Summer,5096
8/25/2024,23,0,Wind,238.0,Sunday,Summer,2594
10/24/2020,0,1,Wind,298.0,Saturday,Fall,5673
2/16/2022,5,6,xyz,47.0,Wednesday,Winter,14822
2/15/2025,,18,Wind,46.0,Saturday,Winter,40000
1/16/2025,0,1,Wind,16.0,Thursday,Winter,3652
4/6/2023,17,18,Wind,96.0,Thursday,Spring,9974
02/27/2028,19,20,Wind,131.0,Wednesday,Spring,-100
2/26/2023,9,10,Wind,57.0,Sunday,Winter,17091
6/6/2020,1,2,Wind,158.0,Saturday,Summer,40000
7/13/2023,5,6,Wind,194.0,Thursday,Summer,2155
4/27/2023,4,5,Wind,117.0,Thursday,Spring,1206
2/2/2022,20,21,Wind,33.0,Wednesday,Winter,2853
9/29/2023,4,5,Wind,272.0,Friday,Fall,8331
10/21/2020,15,16,Wind,295.0,Wednesday,Fall,14758
5/14/2023,8,9,Wind,134.0,Sunday,Spring,3884
8/21/2025,15,16,Wind,233.0,Thursday,Summer,11238
3/20/2024,0,1,Wind,80.0,Wednesday,Spring,1924
,7,8,Wind,26.0,Thursday,Winter,-100
9/3/2021,18,19,Solar,246.0,Friday,Fall,1713
10/6/2021,2,3,Wind,279.0,Wednesday,Fall,8433
7/2/2023,7,8,Wind,183.0,Sunday,Summer,2703
9/24/2020,15,16,Wind,268.0,Thursday,Fall,9187
12/3/2023,13,14,Wind,337.0,Sunday,Winter,12003
1/11/2020,7,8,Wind,11.0,Saturday,Winter,3308
4/15/2023,7,8,Wind,105.0,Saturday,Spring,7248
12/30/2024,12,13,Solar,365.0,Monday,Winter,3281
10/22/2023,3,4,Wind,295.0,Sunday,Fall,8628
xyz,3,4,Wind,6.0,Thursday,Winter,2846
10/26/2022,19,20,Wind,299.0,Wednesday,Fall,2435
11/13/2020,13,14,Wind,318.0,Friday,Fall,6261
2/11/2024,20,21,Wind,42.0,Sunday,Winter,8630
6/5/2020,3,4,Wind,157.0,Friday,Summer,3542
1/11/2025,19,20,Wind,11.0,Saturday,Winter,2507
4/2/2023,xyz,5,Wind,92.0,Sunday,Spring,8890
1/22/2020,xyz,17,Wind,22.0,Wednesday,Winter,3930
6/17/2022,xyz,9,Wind,168.0,Friday,Summer,40000
10/9/2022,1,2,Wind,282.0,Sunday,Fall,4252
2/6/2025,18,19,Wind,37.0,Thursday,Winter,11486
11/10/2023,4,5,Wind,314.0,Friday,Fall,12591
11/13/2022,xyz,0,Wind,317.0,Sunday,xyz,3184
10/23/2024,6,7,Wind,297.0,Wednesday,Fall,1709
9/15/2024,5,6,Wind,259.0,Sunday,Fall,3382
9/1/2021,11,12,Wind,244.0,Wednesday,Fall,9100
9/12/2022,16,17,Solar,255.0,Monday,Fall,5140
9/12/2024,22,23,Wind,256.0,Thursday,Fall,3733
1/20/2020,21,22,Wind,20.0,Monday,Winter,5336
12/13/2022,4,5,Wind,347.0,Tuesday,Winter,6726
02/27/2028,18,19,xyz,11.0,Tuesday,Winter,-100
4/16/2020,19,20,Wind,107.0,Thursday,Spring,1414
8/9/2025,2,xyz,Wind,221.0,Saturday,Summer,40000
7/19/2025,13,14,Wind,200.0,Saturday,Summer,14450
2/23/2025,15,16,Wind,54.0,Sunday,Winter,13530
1/5/2023,12,13,Wind,5.0,Thursday,Winter,7199
02/27/2028,9,10,Solar,167.0,Monday,Summer,-100
1/30/2022,2,3,Wind,30.0,Sunday,Winter,4507
xyz,5,6,Wind,7.0,xyz,Winter,10262
2/4/2021,23,0,Wind,35.0,Thursday,Winter,3467
02/27/2028,17,18,Wind,177.0,Thursday,Summer,-100
1/19/2020,7,8,Wind,19.0,Sunday,Winter,5048
4/7/2025,15,xyz,Solar,97.0,Monday,Spring,
9/28/2021,17,18,Wind,271.0,Tuesday,Fall,3222
xyz,0,1,Wind,226.0,Thursday,Summer,-100
5/10/2021,7,8,Wind,130.0,Monday,Spring,7041
5/6/2025,23,0,Wind,126.0,Tuesday,Spring,9254
1/26/2023,6,7,Wind,26.0,Thursday,Winter,2238
1/20/2021,0,1,Wind,20.0,Wednesday,Winter,11737
6/30/2024,2,3,Wind,182.0,Sunday,Summer,3727
10/27/2023,12,13,Wind,300.0,Friday,Fall,12650
10/21/2024,9,10,Wind,295.0,Monday,Fall,5133
10/13/2024,22,23,Wind,287.0,Sunday,Fall,2745
2/23/2022,10,11,Solar,54.0,Wednesday,Winter,3903
11/8/2022,1,2,Wind,312.0,Tuesday,Fall,12163
3/21/2022,10,11,Solar,80.0,Monday,Spring,6419
xyz,0,1,Wind,29.0,Wednesday,Winter,-100
7/17/2022,22,23,Wind,198.0,Sunday,Summer,3664
12/14/2022,21,22,Wind,348.0,Wednesday,Winter,2161
1/28/2022,22,23,Wind,28.0,Friday,Winter,3521
6/4/2022,8,9,Wind,155.0,Saturday,Summer,3189
2/21/2023,12,13,Solar,52.0,Tuesday,xyz,4252
1/14/2023,15,16,Wind,14.0,Saturday,Winter,17545
6/17/2022,14,15,Solar,168.0,Friday,Summer,6767
12/18/2023,3,4,Wind,352.0,Monday,Winter,2101
7/2/2020,17,18,Wind,184.0,Thursday,Summer,6989
4/19/2023,6,7,Wind,109.0,Wednesday,Spring,6801
3/11/2022,1,2,Wind,70.0,Friday,Spring,8811
3/19/2023,xyz,14,Wind,78.0,Sunday,Spring,7895
4/22/2023,18,19,Wind,112.0,Saturday,Spring,6589
8/10/2022,7,8,Wind,222.0,Wednesday,Summer,5109
5/17/2021,xyz,14,Wind,137.0,xyz,Spring,40000
12/16/2023,2,3,Wind,350.0,Saturday,Winter,1986
10/18/2020,4,5,Wind,292.0,Sunday,Fall,672
9/19/2023,12,13,Wind,262.0,Tuesday,Fall,15144
7/17/2025,8,9,Solar,198.0,Thursday,Summer,3408
3/10/2024,7,8,Wind,70.0,Sunday,Spring,2181
1/23/2020,18,19,Wind,23.0,Thursday,Winter,3556
5/5/2023,2,3,Wind,125.0,Friday,Spring,2941
,10,11,xyz,xyz,Monday,Summer,3055
10/20/2020,7,8,Wind,294.0,Tuesday,Fall,10025
2/26/2025,5,6,Wind,57.0,Wednesday,Winter,7888
12/14/2023,4,5,Wind,348.0,Thursday,Winter,7008
11/20/2022,17,18,Wind,324.0,Sunday,Fall,9046
11/17/2021,4,5,Wind,321.0,Wednesday,Fall,1951
3/5/2024,3,4,Wind,65.0,Tuesday,Spring,5593
4/27/2025,22,23,Wind,117.0,xyz,Spring,40000
5/13/2023,22,23,Wind,133.0,Saturday,Spring,5777
02/27/2028,19,20,Wind,xyz,Tuesday,,-100
8/16/2025,9,10,Wind,228.0,Saturday,Summer,8918
12/2/2020,6,7,Wind,337.0,Wednesday,Winter,3538
3/7/2022,17,18,Wind,66.0,Monday,Spring,7396
3/22/2021,18,19,Wind,81.0,Monday,Spring,2993
12/14/2020,13,14,Wind,349.0,Monday,Winter,6019
12/29/2022,14,15,Wind,363.0,Thursday,Winter,11907
6/24/2023,23,0,Wind,175.0,Saturday,Summer,2828
8/24/2020,0,1,Wind,237.0,Monday,Summer,2460
3/8/2021,22,23,Wind,67.0,Monday,Spring,2943
9/24/2025,14,15,Wind,xyz,Wednesday,Fall,10617
6/29/2023,22,23,Wind,180.0,Thursday,Summer,2982
6/29/2024,17,18,Wind,181.0,Saturday,Summer,5896
,10,11,xyz,230.0,Wednesday,Summer,4153
8/17/2020,2,3,Wind,230.0,Monday,Summer,1750
10/14/2020,14,15,Wind,288.0,Wednesday,Fall,7046
5/13/2025,19,20,Wind,133.0,Tuesday,Spring,3028
10/26/2024,20,21,Wind,300.0,Saturday,Fall,1387
10/24/2021,4,5,Wind,297.0,Sunday,Fall,4056
9/21/2021,16,17,Solar,264.0,Tuesday,Fall,4522
1/14/2023,2,3,Wind,14.0,Saturday,Winter,8733
2/5/2024,0,1,Wind,36.0,Monday,Winter,7250
8/15/2020,6,7,Wind,228.0,Saturday,Summer,457
10/25/2024,12,13,Wind,xyz,Friday,Fall,6893
12/8/2022,19,20,Wind,342.0,Thursday,Winter,2320
7/13/2025,12,13,Solar,194.0,Sunday,Summer,9654
9/13/2022,4,5,Wind,256.0,Tuesday,Fall,1837
11/10/2023,0,1,Wind,314.0,,Fall,xyz
7/12/2020,14,15,Solar,194.0,Sunday,Summer,5689
3/18/2021,2,3,Wind,77.0,Thursday,Spring,3524
02/27/2028,6,7,Wind,xyz,Friday,,-100
5/29/2025,14,15,Solar,149.0,Thursday,Spring,5853
6/3/2021,22,23,Wind,154.0,Thursday,Summer,1289
8/31/2025,8,9,Wind,243.0,Sunday,Summer,4739
9/12/2023,3,4,Wind,255.0,Tuesday,Fall,1028
7/16/2021,11,12,Wind,197.0,Friday,Summer,6977
5/17/2022,9,10,Solar,137.0,Tuesday,Spring,4347
6/19/2020,1,2,Wind,171.0,Friday,Summer,2319
xyz,20,21,Wind,326.0,xyz,Fall,10307
8/30/2020,0,1,Wind,243.0,Sunday,Summer,2869
1/6/2021,6,7,Wind,6.0,Wednesday,Winter,1187
02/27/2028,2,3,Wind,271.0,Tuesday,xyz,-100
02/27/2028,6,xyz,Wind,30.0,Thursday,xyz,-100
4/23/2024,8,9,Wind,114.0,Tuesday,Spring,4892
11/19/2025,16,17,Wind,323.0,Wednesday,Fall,13285
12/28/2021,22,23,Wind,362.0,Tuesday,Winter,12013
3/28/2021,3,4,Wind,87.0,Sunday,Spring,3508
11/18/2023,5,6,Wind,322.0,Saturday,Fall,6173
5/24/2024,23,0,Wind,145.0,Friday,Spring,703
3/12/2021,23,0,Wind,71.0,Friday,Spring,13614
2/26/2023,21,22,Wind,57.0,Sunday,Winter,14492
3/17/2025,4,5,Wind,76.0,Monday,Spring,5414
xyz,xyz,xyz,Wind,90.0,Monday,Spring,5090
6/25/2022,4,5,Wind,176.0,Saturday,Summer,3209
11/17/2025,20,21,Wind,321.0,Monday,Fall,5188
11/6/2023,9,10,Wind,310.0,Monday,Fall,12593
1/3/2022,3,4,Wind,3.0,Monday,Winter,9945
3/8/2025,20,21,Wind,67.0,Saturday,Spring,12639
12/26/2023,15,16,Wind,360.0,Tuesday,Winter,4387
4/2/2024,3,4,Wind,93.0,Tuesday,Spring,12881
12/22/2024,9,10,Wind,357.0,Sunday,Winter,19398
7/30/2020,1,2,Wind,212.0,Thursday,Summer,2163
4/26/2020,16,17,Solar,117.0,Sunday,Spring,2886
3/13/2020,7,8,Wind,73.0,Friday,Spring,6097
7/27/2020,10,11,Wind,209.0,Monday,Summer,6801
6/13/2025,19,20,Wind,164.0,Friday,Summer,5374
7/21/2023,21,22,Wind,202.0,Friday,Summer,3094
xyz,,0,Wind,22.0,Saturday,Winter,1705
7/11/2025,12,13,Solar,192.0,Friday,Summer,12811
02/27/2028,0,1,Wind,69.0,Thursday,xyz,-100
10/21/2025,22,23,Wind,294.0,Tuesday,Fall,6166
1/26/2021,17,18,Wind,26.0,Tuesday,Winter,3944
8/9/2021,2,3,Wind,221.0,Monday,Summer,2945
5/31/2025,18,19,Solar,151.0,Saturday,Spring,5672
6/24/2024,6,7,Wind,176.0,Monday,Summer,3013
6/27/2021,23,0,Wind,178.0,Sunday,Summer,748
xyz,12,13,Wind,8.0,Sunday,Winter,13363
3/12/2023,4,5,Wind,71.0,Sunday,Spring,6830
5/6/2024,1,2,Wind,127.0,Monday,Spring,2849
1/23/2025,5,6,Wind,23.0,Thursday,Winter,6304
7/26/2021,20,21,Wind,207.0,Monday,Summer,2420
7/11/2022,22,23,Wind,192.0,Monday,Summer,3652
1/7/2023,14,15,Wind,7.0,Saturday,Winter,15880
6/23/2021,23,,Wind,174.0,xyz,Summer,2524
8/4/2023,18,19,Wind,216.0,Friday,Summer,7300
8/12/2020,7,8,Wind,225.0,Wednesday,Summer,2071
02/27/2028,15,xyz,Wind,239.0,Wednesday,Summer,-100
9/25/2025,1,2,Wind,268.0,Thursday,Fall,3175
9/16/2021,9,10,Solar,259.0,Thursday,Fall,1244
12/4/2023,3,4,Wind,338.0,Monday,Winter,13158
02/27/2028,16,17,Wind,162.0,Monday,Summer,-100
2/20/2023,2,3,Wind,51.0,Monday,Winter,3288
9/13/2024,16,17,Solar,257.0,Friday,Fall,10679
5/4/2023,8,9,Wind,124.0,Thursday,Spring,7756
1/6/2020,23,0,Wind,6.0,Monday,Winter,5850
2/28/2021,1,2,Wind,59.0,Sunday,Winter,8031
5/12/2025,8,9,Solar,132.0,Monday,Spring,3901
5/23/2020,19,20,Wind,144.0,Saturday,Spring,7295
02/27/2028,5,6,Wind,93.0,Saturday,Spring,-100
1/28/2023,21,22,Wind,28.0,Saturday,Winter,2799
4/23/2020,3,4,Wind,114.0,Thursday,Spring,xyz
5/9/2023,19,20,xyz,129.0,xyz,Spring,40000
7/31/2024,21,22,Wind,213.0,Wednesday,Summer,1578
2/3/2023,19,20,Wind,34.0,Friday,Winter,5209
9/7/2023,17,18,Solar,250.0,Thursday,Fall,4368
7/17/2022,17,18,Solar,198.0,Sunday,Summer,6303
2/2/2023,8,9,Wind,33.0,Thursday,Winter,6057
,19,20,Wind,246.0,Sunday,Fall,40000
5/28/2021,23,0,Wind,148.0,Friday,Spring,3329
11/25/2021,14,15,Wind,329.0,Thursday,Fall,3710
9/21/2023,18,19,Wind,264.0,Thursday,Fall,6345
12/7/2020,10,11,Wind,342.0,Monday,Winter,1923
12/29/2020,21,22,Wind,364.0,Tuesday,Winter,3155
12/18/2022,7,8,Wind,352.0,Sunday,Winter,6542
12/27/2023,15,16,Wind,361.0,Wednesday,Winter,12667
3/31/2023,15,16,Wind,90.0,Friday,Spring,21172
3/2/2020,20,21,Wind,62.0,Monday,Spring,8827
2/22/2020,5,6,Wind,53.0,Saturday,Winter,8212
6/7/2020,6,7,Wind,159.0,Sunday,Summer,2147
3/15/2024,xyz,4,Wind,75.0,Friday,Spring,10445
2/1/2024,7,8,Wind,32.0,Thursday,Winter,5460
6/11/2024,7,xyz,Wind,163.0,xyz,Summer,2328
2/13/2022,21,22,Wind,44.0,Sunday,Winter,15035
4/30/2023,9,10,Wind,120.0,Sunday,Spring,4169
8/28/2022,6,7,Wind,240.0,Sunday,Summer,3890
7/8/2021,3,4,Wind,189.0,Thursday,Summer,1458
9/6/2024,3,4,Wind,250.0,Friday,Fall,1393
6/13/2020,1,2,Wind,165.0,Saturday,Summer,3366
9/5/2022,0,1,Wind,248.0,Monday,Fall,5892
12/16/2024,18,19,Wind,351.0,Monday,Winter,3165
1/24/2024,2,3,Wind,24.0,Wednesday,Winter,17178
9/5/2022,8,9,Wind,248.0,Monday,Fall,3208
3/9/2021,6,7,Wind,68.0,Tuesday,Spring,2088
5/4/2024,23,0,Wind,125.0,Saturday,Spring,3298
9/30/2024,9,10,Wind,274.0,Monday,Fall,15849
9/30/2025,4,xyz,Wind,273.0,Tuesday,Fall,1402
2/12/2024,7,8,Wind,43.0,Monday,Winter,2207
4/21/2022,16,17,Wind,111.0,Thursday,Spring,6557
9/4/2020,8,9,Wind,248.0,Friday,Fall,1720
8/21/2022,7,8,Wind,xyz,Sunday,,40000
2/7/2025,,19,Wind,38.0,Friday,Winter,40000
11/29/2020,4,5,Wind,334.0,Sunday,Fall,4505
5/27/2022,12,13,Solar,147.0,Friday,Spring,6760
9/12/2023,12,13,Solar,255.0,Tuesday,Fall,4437
12/6/2023,1,2,Wind,340.0,Wednesday,Winter,3323
7/3/2023,9,10,Wind,184.0,Monday,Summer,6964
3/17/2021,23,0,Wind,76.0,Wednesday,Spring,5240
5/31/2022,1,2,Wind,151.0,Tuesday,Spring,2019
7/9/2020,16,17,Wind,191.0,Thursday,Summer,7247
6/11/2024,6,7,Wind,163.0,Tuesday,Summer,1917
12/19/2022,7,8,Wind,353.0,Monday,Winter,13202
10/18/2020,8,9,Wind,292.0,Sunday,Fall,1059
7/26/2022,14,15,Solar,207.0,Tuesday,Summer,7335
4/5/2024,4,5,Wind,96.0,Friday,Spring,10352
4/10/2024,3,4,Wind,101.0,Wednesday,Spring,6344
12/25/2022,7,8,Wind,359.0,Sunday,Winter,5233
8/19/2022,13,14,Solar,231.0,Friday,Summer,8025
5/25/2024,18,19,Solar,146.0,Saturday,Spring,3720
1/13/2022,0,1,Wind,xyz,Thursday,Winter,3276
6/24/2023,13,14,Solar,175.0,Saturday,Summer,8820
1/26/2024,18,19,Wind,26.0,Friday,Winter,3375
3/18/2023,13,14,Wind,77.0,Saturday,Spring,11176
4/10/2023,22,23,Wind,100.0,Monday,Spring,9987
8/29/2025,12,13,Wind,241.0,Friday,Summer,16980
10/3/2021,15,16,Wind,276.0,Sunday,Fall,8606
,22,23,Wind,117.0,Tuesday,Spring,2003
2/28/2022,15,16,Solar,59.0,Monday,Winter,5659
11/23/2023,10,11,Wind,327.0,Thursday,Fall,6141
9/29/2020,12,13,Solar,273.0,Tuesday,Fall,3747
10/29/2024,1,2,Wind,303.0,Tuesday,Fall,1733
2/9/2023,8,9,Wind,40.0,Thursday,Winter,1322
8/30/2020,11,12,Wind,243.0,Sunday,Summer,5251
12/18/2024,9,10,Wind,353.0,Wednesday,Winter,15999
xyz,19,20,,66.0,Friday,Spring,40000
10/14/2023,13,14,Wind,287.0,Saturday,Fall,6935
3/6/2022,20,21,Wind,65.0,Sunday,Spring,7259
11/29/2023,20,21,Wind,333.0,Wednesday,Fall,2256
6/16/2021,xyz,,Wind,167.0,Wednesday,Summer,40000
3/29/2024,3,4,Wind,89.0,Friday,Spring,10394
1/18/2024,8,9,Wind,18.0,Thursday,Winter,7755
9/6/2020,2,3,Wind,250.0,Sunday,Fall,1961
4/23/2021,16,17,Wind,113.0,Friday,Spring,8565
5/31/2022,18,19,Wind,151.0,Tuesday,Spring,5487
5/20/2020,13,14,Solar,141.0,Wednesday,Spring,5433
11/29/2022,10,11,Solar,333.0,Tuesday,Fall,2249
5/13/2024,20,21,Wind,134.0,Monday,Spring,3925
6/4/2025,9,10,Wind,155.0,Wednesday,Summer,4864
9/13/2021,10,11,Solar,256.0,Monday,Fall,3635
4/12/2020,0,1,Wind,103.0,Sunday,Spring,978
4/6/2025,1,2,Wind,96.0,Sunday,Spring,9135
3/16/2025,19,20,Wind,75.0,Sunday,Spring,5740
9/18/2024,7,8,Wind,262.0,Wednesday,Fall,8921
2/27/2022,21,22,Wind,58.0,Sunday,Winter,6470
8/4/2021,14,15,Solar,216.0,Wednesday,Summer,3337
3/22/2022,4,5,Wind,81.0,Tuesday,Spring,4874
10/1/2025,13,14,Solar,274.0,Wednesday,Fall,10058
9/16/2022,10,11,Solar,259.0,Friday,Fall,4975
8/7/2024,2,3,Wind,220.0,Wednesday,Summer,1802
02/27/2028,19,20,Wind,xyz,Thursday,Fall,-100
3/17/2022,15,16,Wind,76.0,Thursday,Spring,5379
11/6/2020,18,19,Wind,311.0,Friday,Fall,6817
6/13/2022,4,5,Wind,164.0,Monday,Summer,3562
5/31/2024,16,17,Wind,152.0,Friday,Spring,7089
10/17/2021,1,2,Wind,290.0,Sunday,Fall,1752
5/25/2020,16,17,Solar,146.0,Monday,Spring,5450
3/1/2022,3,4,Wind,60.0,Tuesday,Spring,2612
10/2/2025,18,19,Wind,275.0,Thursday,Fall,2959
11/4/2023,7,8,Wind,308.0,Saturday,Fall,15504
11/27/2021,6,7,Wind,331.0,Saturday,Fall,7605
1/12/2022,10,11,Wind,12.0,Wednesday,Winter,3948
5/14/2021,21,22,Wind,134.0,Friday,Spring,3668
11/14/2024,23,0,Wind,319.0,Thursday,Fall,3238
9/6/2024,0,1,Wind,250.0,Friday,Fall,764
8/27/2025,8,9,Wind,239.0,Wednesday,Summer,3210
7/13/2024,20,21,Solar,195.0,Saturday,Summer,1101
4/17/2020,0,1,Wind,108.0,Friday,Spring,2220
11/10/2025,0,1,Wind,314.0,Monday,Fall,6004
1/6/2020,12,13,Wind,6.0,Monday,Winter,5508
4/11/2024,17,18,Solar,102.0,Thursday,Spring,5597
4/7/2025,3,4,Wind,97.0,Monday,Spring,40000
4/29/2020,20,21,Wind,120.0,Wednesday,Spring,6006
6/15/2021,2,xyz,Wind,xyz,Tuesday,Summer,2314
11/3/2025,16,17,Wind,307.0,Monday,Fall,8685
3/19/2023,18,19,Wind,78.0,Sunday,Spring,3522
11/23/2020,3,4,Wind,328.0,Monday,Fall,245
12/16/2021,4,5,Wind,350.0,Thursday,Winter,1969
4/27/2023,11,12,Solar,117.0,Thursday,Spring,6242
3/8/2021,5,6,Wind,67.0,Monday,Spring,3070
xyz,6,7,Wind,209.0,Monday,xyz,3946
1/24/2024,xyz,11,Wind,24.0,Wednesday,Winter,xyz
9/20/2025,19,20,Wind,263.0,Saturday,Fall,10122
7/22/2023,0,1,Wind,203.0,Saturday,Summer,2780
1/1/2020,19,20,Wind,1.0,Wednesday,Winter,1181
11/2/2020,10,11,Wind,307.0,Monday,Fall,12708
3/10/2020,2,3,Wind,70.0,Tuesday,Spring,12278
1/9/2021,13,14,Wind,9.0,Saturday,Winter,6317
2/23/2020,1,2,Wind,54.0,Sunday,Winter,8085
3/17/2022,7,8,Wind,76.0,Thursday,Spring,4859
11/25/2023,20,21,Wind,329.0,Saturday,Fall,4410
2/1/2025,13,14,Solar,32.0,Saturday,Winter,6105
6/25/2023,22,23,Wind,176.0,Sunday,Summer,5338
5/2/2024,2,3,Wind,123.0,Thursday,Spring,5050
4/12/2024,15,16,Solar,103.0,Friday,Spring,4291
02/27/2028,7,8,Wind,157.0,Sunday,Summer,-100
1/2/2025,5,6,Wind,2.0,Thursday,Winter,8804
02/27/2028,10,11,Wind,,Wednesday,Spring,-100
1/3/2025,20,21,Wind,3.0,Friday,Winter,3705
7/20/2022,1,2,xyz,201.0,Wednesday,Summer,3765
5/25/2024,22,23,Wind,146.0,Saturday,Spring,1939
7/11/2022,6,7,Wind,192.0,Monday,Summer,3830
5/18/2024,13,14,Solar,139.0,Saturday,Spring,3058
2/29/2024,5,6,Wind,60.0,Thursday,Winter,7464
10/30/2025,11,12,Solar,303.0,Thursday,Fall,9665
9/23/2021,9,10,Solar,266.0,Thursday,Fall,2760
10/20/2021,19,20,Wind,293.0,Wednesday,Fall,12501
7/28/2021,14,15,Wind,209.0,Wednesday,Summer,10176
9/19/2024,9,10,Wind,263.0,Thursday,Fall,10053
9/14/2023,5,6,Wind,257.0,Thursday,Fall,710
10/28/2021,9,10,xyz,301.0,xyz,Fall,40000
11/25/2020,19,20,Wind,330.0,Wednesday,Fall,3453
2/4/2025,3,4,Wind,35.0,Tuesday,Winter,1737
10/16/2022,20,21,Wind,289.0,Sunday,Fall,7022
2/27/2022,3,4,Wind,58.0,Sunday,Winter,9685
3/25/2021,4,5,Wind,84.0,Thursday,Spring,1928
3/9/2022,22,23,Wind,68.0,Wednesday,Spring,6290
7/7/2023,5,6,Wind,188.0,Friday,Summer,4486
3/21/2021,13,14,Wind,80.0,Sunday,Spring,9194
02/27/2028,12,13,Wind,54.0,Friday,xyz,-100
12/6/2020,4,5,Wind,341.0,Sunday,Winter,3287
10/2/2024,14,15,Solar,276.0,Wednesday,Fall,5400
8/19/2022,6,7,Wind,231.0,Friday,Summer,2570
3/27/2025,7,8,Wind,86.0,Thursday,Spring,4075
1/27/2024,14,15,Solar,27.0,Saturday,Winter,40000
4/9/2024,11,12,Wind,100.0,Tuesday,Spring,11478
11/23/2020,13,14,Solar,328.0,Monday,Fall,2770
9/30/2023,1,2,Wind,273.0,Saturday,Fall,663
7/24/2021,6,7,Wind,205.0,Saturday,Summer,3849
6/2/2022,20,21,Wind,153.0,Thursday,Summer,2050
8/22/2022,3,4,Wind,234.0,Monday,Summer,1609
3/18/2025,20,21,Wind,77.0,Tuesday,Spring,10105
12/25/2024,11,12,Solar,360.0,Wednesday,Winter,3467
7/9/2020,7,8,Wind,191.0,Thursday,Summer,1479
11/21/2023,21,22,Wind,325.0,Tuesday,Fall,6769
2/22/2025,9,10,Wind,53.0,Saturday,Winter,10315
8/8/2020,23,0,Wind,221.0,Saturday,Summer,2390
11/24/2020,0,1,Wind,329.0,Tuesday,Fall,1746
10/12/2024,13,14,Wind,286.0,Saturday,Fall,6790
6/10/2020,10,xyz,xyz,162.0,Wednesday,Summer,3435
10/21/2024,20,21,xyz,295.0,Monday,Fall,4621
4/19/2022,21,22,Wind,109.0,Tuesday,Spring,4160
10/13/2025,23,0,Wind,286.0,Monday,Fall,6944
12/17/2020,0,1,Wind,352.0,Thursday,Winter,7100
1/11/2022,2,3,Wind,11.0,Tuesday,Winter,2621
4/18/2024,16,17,Solar,109.0,Thursday,Spring,8128
3/26/2022,4,5,Wind,85.0,Saturday,Spring,7484
3/7/2020,3,4,Wind,67.0,Saturday,Spring,3332
10/23/2023,17,18,Wind,296.0,Monday,Fall,5596
12/23/2020,0,1,Wind,358.0,Wednesday,Winter,7054
4/17/2021,19,20,Wind,107.0,Saturday,Spring,6158
7/16/2020,6,7,Wind,198.0,Thursday,Summer,1388
9/30/2023,0,1,Wind,273.0,Saturday,Fall,1029
2/9/2021,5,6,Wind,40.0,Tuesday,Winter,1784
6/23/2025,18,19,Wind,174.0,Monday,Summer,12740
10/24/2021,2,3,Wind,297.0,Sunday,Fall,4189
11/27/2021,10,11,Wind,331.0,Saturday,Fall,9185
11/16/2020,2,xyz,Wind,321.0,Monday,Fall,9712
02/27/2028,3,4,Wind,335.0,Thursday,Winter,-100
4/29/2023,20,21,Wind,119.0,Saturday,Spring,40000
11/8/2021,14,15,Solar,312.0,Monday,Fall,4153
10/12/2025,2,3,Wind,285.0,Sunday,Fall,5142
2/14/2022,18,19,Wind,45.0,Monday,Winter,6618
2/24/2025,14,15,Wind,55.0,Monday,Winter,13295
5/16/2025,20,21,Wind,136.0,Friday,Spring,7218
